# x,f(x)
3.1278,-2.9505
7.0095,-2.9425
1.6093,1.8164
7.7152,-1.3455
7.9030,-0.4811
6.0026,0.0621
2.7228,-2.6818
5.9580,0.1273
0.0001,0.0288
6.9677,-3.0398
6.0857,-0.3552
4.0191,0.2502
0.5696,2.3625
9.4439,2.2379
1.4184,2.4387
9.1556,2.7957
4.2820,1.3694
3.1818,-2.8972
5.4323,2.1827
1.4453,2.2200
4.9499,3.1051
1.2728,2.7957
1.8042,0.8286
2.8651,-3.1009
4.8092,2.9646
9.5737,1.8394
1.1619,2.8706
4.5319,2.2293
1.8990,0.4505
7.9101,-0.4295
8.5525,2.2237
3.0090,-2.8879
5.1381,3.0642
7.2640,-2.9108
2.7539,-2.8483
5.7701,0.9869
7.3233,-2.5764
0.8667,2.8110
1.5963,1.7725
5.5579,1.9324
7.5455,-2.1389
2.8071,-2.9103
1.9645,0.1631
0.4747,2.2094
9.1476,2.7962
7.8540,-0.6454
1.8439,0.6452
2.7665,-2.7785
0.6535,2.4173
1.1112,2.8139
8.4657,2.0665
5.2088,2.8615
6.7978,-2.9168
4.8595,3.0117
0.2029,0.9041
3.2359,-2.6341
7.4864,-2.2540
6.3291,-1.4865
6.8985,-2.8343
4.1936,0.7720
2.9186,-3.1006
2.2175,-0.8444
3.9014,-0.4469
0.1934,0.9035
1.2804,2.5982
0.7689,2.6254
2.9915,-2.8756
0.3743,1.7435
9.4816,2.2421
0.2788,1.4014
7.3208,-2.6928
7.3143,-2.7876
2.6829,-2.7610
1.8454,0.6706
9.6339,1.6647
7.3642,-2.4862
0.8342,3.0310
0.9543,2.8740
3.6828,-1.4860
5.7314,1.1523
1.9873,-0.1852
9.3680,2.4702
1.8242,1.0004
7.0498,-2.9128
9.3744,2.7376
0.6913,2.5792
1.9516,0.1848
9.8052,0.8651
7.6165,-1.6569
6.6310,-2.5091
2.5510,-2.4217
9.9271,0.2423
7.0815,-2.8861
6.4020,-1.5687
7.8362,-0.9199
2.9886,-2.8465
3.8941,-0.4427
1.3316,2.5702
0.9719,3.0313
1.1001,2.9557
2.6062,-2.3288
8.1165,0.5533
4.9661,3.1068
1.5818,1.7552
2.1453,-0.6917
8.0939,0.5598
6.5448,-2.2198
6.1928,-0.8939
4.9349,3.0961
6.2297,-0.9210
4.7855,2.7343
5.6441,1.5764
8.3198,1.6994
9.7995,0.8288
0.5753,2.2916
0.3658,1.6863
8.0343,0.3443
1.6547,1.6512
1.2343,2.6727
9.9580,0.0495
8.5293,2.0302
2.6260,-2.4949
7.3765,-2.4328
1.0559,2.9584
8.3507,1.7142
7.4557,-2.1887
3.3477,-2.5603
3.4038,-2.3659
6.5837,-2.4027
2.9431,-3.1723
2.0132,0.0007
2.0149,-0.1329
2.4318,-2.0779
3.7392,-0.9435
3.8081,-0.9330
2.3929,-1.6481
9.3398,2.6117
7.4169,-2.3144
1.7015,1.1841
2.3250,-1.5083
6.0678,-0.3829
3.0737,-3.0011
0.6645,2.6167
7.1194,-2.9090
7.1814,-2.8265
6.3973,-1.6888
6.2577,-1.1523
3.7373,-1.2198
0.3395,1.5370
8.6093,2.4418
7.3354,-2.6494
6.4313,-1.8230
2.1103,-0.5775
6.4776,-1.9647
2.5059,-2.1145
7.6167,-1.6828
2.5074,-2.0333
5.5844,1.7580
8.7894,2.7465
8.5501,2.2487
1.3465,2.3930
6.3993,-1.7738
4.2900,1.3962
9.1324,2.9978
1.3685,2.4203
8.0589,0.2621
9.2947,2.6707
5.0074,3.0798
4.3743,1.6777
1.9736,-0.0418
1.8243,0.7007
7.5995,-1.8455
1.5410,1.9395
3.6362,-1.5217
4.9196,3.0754
1.8578,0.6465
8.4565,2.0017
2.3041,-1.2601
1.5993,1.8213
9.7739,0.9380
9.9784,0.0423
5.2700,2.6995
9.4298,2.4552
5.4129,2.5057
2.4658,-1.9222
5.6539,1.6119
1.3417,2.7384
6.7557,-2.8558
6.1873,-0.7636
8.2918,1.3477
7.1362,-2.9271
9.3674,2.3775
2.2949,-1.3830
6.2447,-1.0797
5.3721,2.4762
0.4495,1.9784
8.8003,2.9143
1.9237,0.3729
1.9151,0.4952
4.5393,2.2316
7.0196,-2.8801
3.9930,-0.0571
5.9941,0.1550
3.3491,-2.6300
5.0083,2.7836
6.1825,-0.9787
1.2342,2.9653
8.6127,2.4427
4.8854,2.8922
0.0478,0.2980
6.4584,-1.9429
8.2894,1.2859
2.7133,-2.6827
5.8932,0.4826
2.6754,-2.6962
7.0492,-3.0541
2.5494,-2.3868
7.9294,-0.1546
7.4404,-2.2976
0.1190,0.5380
6.0961,-0.4846
0.2233,1.1437
7.7654,-1.1064
0.6332,2.5891
1.2728,2.5291
9.3554,2.6232
8.6813,2.6265
5.6312,1.6593
8.4643,1.8892
8.1843,0.8789
5.8479,0.5223
7.8795,-0.6334
1.7750,0.8999
5.5368,2.0236
5.2954,2.6641
5.2880,2.8825
1.4914,2.2547
8.8582,2.8226
8.9725,3.0414
3.5234,-2.0610
6.4950,-2.0916
9.9688,0.1033
4.7466,2.7246
7.3390,-2.5553
6.3327,-1.5973
5.3084,2.7048
3.7596,-1.1558
9.3435,2.7404
1.6173,1.5308
9.9344,0.3246
9.2990,2.6075
1.7629,1.1884
2.2647,-0.9910
5.2567,2.8417
2.3993,-1.6535
8.0536,0.1184
9.0924,2.9248
2.8092,-2.9020
2.9045,-2.9862
6.3360,-1.5641
7.7576,-1.1120
3.6227,-1.5513
2.2800,-1.1035
1.3118,2.6202
1.5220,2.1201
9.2917,2.6866
4.4008,1.6536
4.5511,2.4222
6.0295,-0.0591
8.5853,2.3498
5.9939,0.0254
1.0539,3.0670
6.9385,-3.2114
1.5128,2.0148
4.5733,2.3914
3.0687,-2.8704
1.1539,2.9193
8.0247,0.1114
2.6611,-2.5723
9.0694,3.1112
5.7259,1.2609
7.0322,-2.9005
5.2415,2.8962
7.9703,-0.2224
4.8926,2.9148
3.0621,-2.8656
6.2825,-1.3598
2.2491,-1.1195
1.3235,2.7687
3.9934,-0.0223
5.6198,1.6200
6.4495,-2.0074
7.5757,-1.8136
4.0135,0.1000
8.0776,0.3104
9.5116,1.9726
6.3448,-1.6138
6.4152,-1.6997
6.3847,-1.6838
5.1087,3.0495
0.4832,2.1552
0.9759,2.8108
0.5371,2.1596
2.7779,-2.9121
7.0249,-2.9580
8.2588,0.9787
1.7820,1.0742
0.5201,2.2894
8.6692,2.6894
7.8281,-0.7305
2.0409,-0.0602
7.0805,-2.9463
3.6128,-1.8237
3.3932,-2.4343
1.0443,2.9542
1.4604,2.2770
0.3033,1.3617
6.7488,-2.7338
4.6824,2.6223
5.0118,2.9946
8.9778,3.0201
1.5629,1.8373
3.8185,-0.7291
1.1713,2.8850
1.2682,2.7972
7.1087,-2.8508
2.1961,-0.9068
9.7568,1.1424
1.6485,1.5742
4.9790,3.0305
4.6993,2.6867
3.9373,-0.3863
8.4869,2.1506
9.7273,1.2101
7.4796,-2.2201
1.8171,0.7850
3.3595,-2.5408
2.6777,-2.5924
7.8794,-0.6507
9.3424,2.7003
5.4599,2.2620
7.1608,-2.8619
9.6504,1.6720
7.8211,-0.8193
7.3921,-2.3950
9.7467,1.3149
3.6834,-1.4173
0.3954,1.7441
0.3406,1.4167
1.5623,1.9912
4.7915,2.8658
2.8515,-2.9452
8.0272,0.1602
8.0422,0.2557
5.4659,2.2674
0.8798,2.9184
7.1047,-2.8830
6.5440,-2.4197
4.3956,1.6004
3.9876,0.0014
7.5622,-1.8907
8.5743,2.4099
5.2199,2.7333
3.8687,-0.5975
3.7758,-1.0702
1.8988,0.3475
5.0532,2.9412
7.2641,-2.7317
0.2440,0.9888
6.3257,-1.3694
5.1587,3.0508
8.0266,0.1729
7.5699,-1.7860
4.1931,1.0950
9.7279,1.1193
2.7633,-2.6001
9.3127,2.7251
7.5193,-1.9938
7.0442,-3.2009
5.3055,2.6647
1.8264,0.8009
3.1732,-2.8048
9.2627,2.7377
7.6312,-1.5787
4.0264,0.0885
2.3173,-1.5011
4.8592,2.8458
3.5316,-2.1276
3.5035,-2.2067
0.2239,1.0763
6.1283,-0.4439
7.2168,-2.7886
3.0979,-3.0745
7.3307,-2.6070
7.9893,-0.1550
3.8117,-0.8087
8.6797,2.6672
5.1601,2.9192
7.8582,-0.7046
0.6326,2.3380
5.2669,2.7049
3.7583,-1.1069
1.1161,2.7865
2.0154,0.1674
4.4046,1.9638
5.8938,0.4385
9.9798,0.0119
4.2352,1.0867
4.8476,3.0107
8.6858,2.6120
4.2027,0.8716
4.1254,0.3190
0.7781,2.9281
2.0366,-0.1899
3.6040,-1.7091
0.5997,2.3790
3.0457,-3.0297
7.4272,-2.2025
9.7231,1.1661
4.8569,3.0888
3.2526,-2.9779
1.5505,2.0396
0.4793,2.1669
4.1887,0.9372
5.4072,2.2262
6.4027,-1.7945
9.0226,3.0289
9.8813,0.5235
1.4085,2.5267
7.8431,-0.7674
5.0086,3.0414
0.1923,0.8331
4.9111,3.0540
9.3455,2.7654
2.0902,-0.2865
5.0817,3.0513
3.6040,-1.8580
6.4333,-1.9233
7.6178,-1.6879
8.0579,0.2827
5.2895,2.7495
8.3806,1.5991
5.5621,1.7490
3.4913,-2.1832
0.5961,2.5107
7.6084,-1.6468
0.5051,2.0830
8.0985,0.5625
8.8004,2.8761
5.8987,0.5653
4.7818,2.7549
6.0844,-0.4426
2.3411,-1.3946
3.1668,-2.8468
7.1402,-2.6338
5.8358,0.9282
0.9930,3.1154
7.9966,0.1392
9.7288,1.2767
6.0610,-0.3108
6.1624,-0.7554
9.4763,2.0166
8.3820,1.7796
1.9360,0.1954
2.6298,-2.4444
3.2993,-2.7748
4.2242,1.0678
3.4179,-2.4487
1.5923,1.8306
4.9759,3.0965
5.1197,3.0565
4.4786,2.1476
3.5434,-1.8521
4.6885,2.6004
1.0932,3.2383
0.3180,1.5701
3.5682,-2.0507
4.9964,3.1650
8.2550,1.2467
3.5527,-1.9634
6.1206,-0.7703
0.8938,2.9803
7.3174,-2.6501
4.6965,2.5391
0.2736,1.3025
1.1909,2.9203
1.2953,2.4894
3.6923,-1.3371
4.3749,1.5168
0.6092,2.4793
2.8717,-2.8446
0.8920,2.9378
0.1933,0.8019
1.8491,0.6460
2.4110,-1.8985
4.7149,2.7815
4.4629,2.0997
1.1164,3.0526
8.3270,1.6119
1.6852,1.3510
1.4672,2.0785
4.1849,0.9365
9.6911,1.3153
4.2052,0.8210
8.3872,1.6922
1.1384,3.0698
2.6779,-2.5204
0.6990,2.6193
9.8211,0.8346
2.7315,-2.7742
7.4157,-2.3282
7.0363,-3.1584
5.8761,0.5753
4.3220,1.3728
0.4911,1.8213
0.8255,2.7279
9.3745,2.5615
6.9253,-2.9874
7.0463,-2.9281
6.2492,-1.0743
8.0992,0.4874
0.0474,0.2472
5.3861,2.4986
1.5265,2.1067
8.5618,2.4009
6.2581,-1.4832
9.6836,1.2994
6.9804,-3.0779
3.3777,-2.5476
9.9598,0.2382
2.4387,-1.8908
2.9543,-2.8826
7.5368,-2.0673
6.2087,-0.9198
0.7594,2.6925
3.7313,-1.4220
7.7768,-1.0668
3.4009,-2.4203
4.7665,2.8557
9.4188,2.3456
0.6686,2.6968
2.9830,-3.0453
9.4103,2.2317
6.8086,-3.0386
2.3290,-1.8284
1.2830,2.6105
4.9353,2.9546
9.0214,3.1242
9.7071,1.4067
7.7013,-1.5405
9.3036,2.6837
5.7204,1.3570
5.8961,0.3823
7.2001,-2.9087
4.5807,2.6055
0.7277,2.7440
8.1090,0.6173
5.3106,2.6775
0.6803,2.7058
1.4895,2.2755
4.3869,1.7930
5.2759,2.7005
5.4735,2.1923
3.9581,-0.3242
2.7231,-2.7429
6.1912,-0.9952
3.5971,-1.8823
8.9473,2.8504
0.2056,1.0087
4.5449,2.3807
1.1232,2.9967
3.6748,-1.4991
6.3173,-1.4481
5.8293,0.6181
5.1442,2.8432
6.6999,-2.7926
6.7532,-3.0189
9.2045,2.8485
7.6126,-1.6062
0.4650,2.0788
2.2061,-1.0380
8.0884,0.4115
8.6674,2.7142
1.7441,1.1055
8.1307,0.6284
8.5787,2.1106
1.4669,2.0991
9.0266,3.0143
1.8301,0.8083
5.9018,0.4122
7.2552,-2.7302
1.9828,0.2047
7.8033,-0.9776
3.9320,-0.4942
2.0851,-0.2505
4.0928,0.4508
7.5626,-1.6920
8.7456,2.7060
4.7323,2.7281
1.0534,2.9981
9.6152,1.6076
3.9623,-0.1002
0.1672,0.6864
7.4126,-2.3687
1.4944,2.0388
3.7402,-1.1043
5.6700,1.4045
1.4608,2.3538
6.1338,-0.7407
6.3973,-1.7566
5.3615,2.5597
4.9077,2.9837
3.6567,-1.6135
2.9481,-3.0271
9.4750,2.1525
4.7577,2.9291
0.0479,0.2271
9.7285,1.1993
1.1792,3.0087
5.3083,2.5921
1.8255,0.7559
1.1839,2.9232
3.1439,-2.8912
3.6597,-1.5982
7.9127,-0.3656
2.3862,-1.8348
1.1630,2.9650
2.2950,-1.3786
2.6798,-2.6108
5.0542,2.8955
2.5670,-2.3520
5.9280,0.2486
6.4051,-1.8714
7.1904,-2.9109
8.3266,1.4534
1.1550,2.8765
9.8943,0.4010
6.6019,-2.5096
1.1441,3.1465
1.2918,2.6138
4.3486,1.6800
0.6577,2.5864
7.3098,-2.6453
6.6182,-2.4855
0.9007,2.9130
0.7438,2.7957
8.8384,2.8556
1.9712,0.1236
0.0738,0.3204
9.9630,0.1150
1.0352,3.1244
3.6023,-1.8843
1.8010,1.0035
1.6116,1.7832
7.1507,-2.9734
0.2445,1.2790
8.5725,2.3659
1.7051,1.2289
0.3218,1.5046
4.2451,1.0413
3.8784,-0.4994
0.6787,2.5076
6.5213,-2.3458
1.6065,1.8359
7.5524,-2.1141
1.0566,2.9401
3.4723,-2.1606
5.8138,0.8705
7.0172,-2.9234
2.1695,-0.7991
2.8573,-3.0747
0.8005,3.0543
4.4776,2.0611
1.7203,1.3139
9.4005,2.4238
3.8311,-0.7768
4.2062,0.8750
2.9005,-2.8889
5.3119,2.7000
2.3222,-1.4215
7.8552,-0.6504
8.8513,3.1671
4.0030,-0.0968
1.6913,1.4376
3.5034,-2.0794
8.5236,2.0436
9.1034,2.7463
6.9401,-3.0723
2.1529,-0.7133
4.1762,0.7679
9.0671,3.1069
3.2329,-2.8238
8.8553,2.9104
6.2612,-1.0810
5.2952,2.8931
6.3801,-1.6412
0.8160,2.8419
7.6534,-1.5513
7.4085,-2.4823
3.5626,-1.8672
2.3932,-1.8228
1.6098,1.7795
3.8809,-0.5071
5.0481,3.1600
5.1822,2.5846
5.2638,2.7390
5.3390,2.7018
8.3446,1.5069
8.2522,1.0833
9.4081,2.5537
3.7591,-0.9143
8.7552,2.8057
0.3775,1.6540
8.2150,1.0399
7.6418,-1.7632
6.3308,-1.5552
1.3956,2.4434
8.9675,3.0502
8.5900,2.3710
5.3548,2.5042
6.0165,-0.0591
2.9479,-2.9958
9.8282,0.7885
8.2840,1.3830
7.8249,-0.7917
9.2007,2.7455
8.6611,2.6237
0.6523,2.6649
4.0319,0.2473
7.3555,-2.5267
9.4474,2.1803
1.0444,2.9146
9.5258,1.8423
1.0911,2.9489
5.8156,0.8959
8.3096,1.2578
9.8553,0.6103
0.2498,1.2342
7.5647,-1.8401
1.6926,1.2265
6.5109,-2.2670
8.5331,2.1300
9.8588,0.7361
4.5379,2.3133
0.2460,1.2693
4.0981,0.3081
0.7919,2.8264
4.9150,3.0139
3.7140,-1.2050
2.9493,-2.9189
7.3455,-2.4776
6.9195,-2.9529
4.3271,1.4412
1.3802,2.3407
0.7963,2.7846
3.0854,-2.9270
2.8051,-2.8029
1.7218,1.1443
6.9749,-2.9598
2.9766,-2.9630
5.9717,0.2001
0.0551,0.1001
3.7804,-1.0951
9.7519,1.1019
1.6434,1.6907
9.2143,2.8148
5.8946,0.4459
6.5593,-2.1953
7.0241,-3.1089
7.1612,-2.9251
9.1174,2.9887
6.7177,-2.7039
7.7767,-1.0935
2.2669,-1.3616
2.5894,-2.3065
6.0624,-0.3484
8.7972,2.9994
0.0227,-0.0444
5.4170,2.2740
5.3375,2.6273
8.9800,3.0028
3.5648,-1.8134
1.3878,2.4976
1.7098,1.4123
0.2201,1.0325
5.1060,3.1543
7.2972,-2.5644
0.7158,2.4943
1.5605,1.9383
9.1948,2.8013
0.8691,2.9838
4.5628,2.3486
2.1279,-0.7645
4.3028,1.4737
8.7105,2.5496
6.9419,-3.0356
0.3832,1.8096
4.3407,1.5392
9.0836,2.9367
4.4122,1.7791
1.4264,2.2653
7.4977,-2.2094
3.4668,-2.2252
6.6299,-2.4241
3.7412,-1.2195
5.8246,0.7892
8.8260,3.0721
0.2135,0.8796
3.7496,-1.3928
8.5107,1.9676
1.7474,1.0601
0.5252,2.2523
7.7006,-1.2763
3.3734,-2.4245
9.7311,1.1566
0.3286,1.6025
5.2472,2.7008
8.8584,2.7457
4.6729,2.6559
5.2147,2.8306
9.0989,2.8015
1.8465,0.6181
4.4701,2.1553
7.6954,-1.2539
9.9703,0.2284
3.3427,-2.6447
9.9733,-0.0653
4.0402,0.2636
7.7547,-1.1006
4.6216,2.3435
9.8451,0.5454
8.1385,0.6863
3.6221,-1.5725
2.0390,-0.2690
1.9644,0.2380
2.5525,-2.3129
0.5201,2.1462
7.9562,-0.2450
6.5483,-2.2976
8.1033,0.5202
6.3339,-1.5685
0.2473,1.0984
7.9545,-0.2023
1.6819,1.5465
2.5383,-2.3038
1.4643,2.2589
3.3653,-2.5866
5.4787,2.2357
9.2464,2.7676
5.1951,2.8585
3.3116,-2.7186
2.0624,-0.0789
6.7666,-2.8585
1.2890,2.7906
4.9964,3.2009
9.3697,2.6742
5.8596,0.6572
0.3372,1.4806
1.9551,0.2775
8.9900,2.7788
4.9414,3.2178
0.4501,1.8473
2.8992,-2.8563
0.8794,3.0422
8.2033,1.1084
4.6496,2.5888
3.9856,0.0528
1.4089,2.3146
4.2300,1.1129
5.9035,0.4352
7.6173,-1.6411
1.2223,2.8191
7.1038,-2.9631
9.2152,2.7702
4.9169,2.8800
6.0547,-0.1385
1.7832,1.0101
5.7815,1.0394
6.6239,-2.5077
3.9448,-0.3428
9.5348,2.1100
0.5949,2.6413
5.4642,2.1644
5.1767,2.8406
4.2538,1.2978
7.6304,-1.7314
8.6865,2.6089
4.9583,2.9695
8.1409,0.7130
6.3403,-1.5516
2.5209,-2.0874
3.1965,-2.8030
6.3116,-1.2562
9.1606,3.0568
4.6817,2.4991
4.0983,0.4116
7.1776,-2.8893
5.7586,1.0892
6.9676,-2.8511
9.8319,0.8557
1.0806,2.9937
6.3968,-1.7795
9.6341,1.7150
3.4588,-2.3873
7.7443,-1.0871
8.3332,1.6162
1.4709,2.0338
7.2132,-2.8694
8.9624,2.8737
6.4167,-1.8116
8.0315,0.0376
3.3988,-2.4146
8.7983,2.6482
5.4494,2.3318
7.6414,-1.6156
7.3208,-2.5320
7.9287,-0.3179
7.0921,-2.9603
0.5540,2.3845
2.7073,-2.6137
6.6381,-2.3743
2.8825,-3.0522
8.6427,2.4984
5.0453,3.1181
2.9230,-3.0577
9.0608,3.0160
1.0474,3.0683
6.6138,-2.4818
9.7008,1.3586
9.6787,1.5752
3.4914,-2.0119
5.5839,1.8578
0.3271,1.3709
0.7345,2.6733
3.9118,-0.3939
1.7916,1.2192
3.5275,-1.8927
1.4687,2.3650
2.6015,-2.3299
7.0898,-2.9856
0.1246,0.3099
7.8864,-0.4637
3.2462,-2.7542
7.1701,-2.8602
8.0888,0.5084
1.3580,2.5784
9.7733,1.1323
2.4154,-2.0152
4.3668,1.6071
7.3833,-2.3652
6.4478,-1.9512
3.3398,-2.5138
1.5353,2.0979
3.2322,-2.8193
6.8098,-2.7840
3.1170,-2.9027
4.1258,0.6109
4.6909,2.5022
5.1364,3.1261
6.9961,-3.0592
4.4662,2.1253
3.9265,-0.2207
0.5848,2.4716
0.3384,1.4161
3.7739,-1.1413
5.6009,1.7290
7.8397,-0.5519
6.6467,-2.7134
6.2170,-1.1200
4.4899,2.2434
7.6529,-1.6108
4.8952,2.8383
5.7249,1.2961
7.1474,-2.9822
3.5641,-1.9713
4.0431,0.2882
1.8085,1.1271
6.5942,-2.2476
8.7655,2.6832
4.0056,0.0682
8.9121,3.1061
8.6379,2.4502
6.3311,-1.5121
5.0060,2.7953
8.3549,1.2981
4.9297,2.9801
9.2343,2.7211
2.1394,-0.5082
5.2375,2.8816
2.8934,-2.8261
3.4517,-2.3020
1.8000,1.0095
3.7492,-1.1370
7.5704,-1.6192
1.0577,2.9760
5.6925,1.5113
8.2136,0.9734
6.0966,-0.4564
1.8242,0.7813
7.9678,-0.2264
4.0028,-0.0126
7.8131,-1.0020
3.8968,-0.6356
4.9834,3.1090
8.7260,2.6042
9.4750,2.3416
0.0621,0.3793
2.0339,-0.0994
1.6352,1.6156
3.6103,-1.7353
1.5081,2.0040
4.3821,1.8681
1.7743,1.0576
9.6382,1.6822
7.1912,-2.8325
2.4323,-1.8964
9.8866,0.5161
8.1872,0.7142
3.2459,-2.7372
8.3185,1.4420
3.8522,-0.6762
1.6491,1.6342
7.3832,-2.4410
5.1990,2.7282
8.5415,2.2921
6.7101,-2.6900
5.0646,2.9462
0.8592,2.9852
9.6442,1.3560
7.8588,-0.6945
0.1940,0.8478
3.7661,-0.9975
3.8520,-0.8808
0.1779,0.8759
8.1241,0.5587
1.2433,2.7142
9.4463,2.1672
1.1076,3.0659
4.8620,2.8633
8.7755,3.0134
6.8753,-2.8472
2.2810,-1.2317
3.3760,-2.5293
7.3299,-2.6550
1.5985,1.6620
3.6160,-1.7007
6.8913,-2.8598
0.9726,3.1194
1.3888,2.3745
6.9963,-3.0199
6.5278,-2.2147
2.0350,-0.0876
6.7889,-2.9678
6.2715,-1.3067
2.4121,-1.7983
9.7228,1.2797
5.3974,2.3673
0.0343,0.2970
3.9873,-0.0690
2.9280,-2.7484
3.1002,-2.8804
8.6314,2.5334
5.0340,3.0153
2.9588,-2.9596
3.8279,-0.8288
4.2918,1.2428
5.6895,1.3350
3.6079,-1.7070
1.2971,2.5168
2.9845,-2.9424
2.8526,-2.9709
6.5391,-2.2915
3.5695,-1.9495
1.9477,0.2755
2.4915,-2.0440
2.3002,-1.4074
9.1662,2.9541
8.9987,3.1076
4.3502,1.5850
0.1678,0.8303
9.0127,3.0675
2.2297,-1.2028
4.7493,2.7881
9.0139,2.9791
6.2523,-1.2549
7.9282,-0.3540
0.9204,3.0473
1.4253,2.3938
8.5608,2.2628
6.6312,-2.4843
8.1321,0.6111
2.5338,-2.3608
7.2907,-2.7601
7.2987,-2.7771
6.6942,-2.6928
7.0895,-2.8009
9.1805,2.8107
4.2319,1.0981
5.9445,0.5185
7.7520,-1.0783
2.1004,-0.6813
6.9776,-3.0324
0.9623,2.9310
1.0064,3.0307
6.4220,-1.9711
8.9891,3.0729
7.4310,-2.3034
3.9745,-0.0530
7.1341,-2.9162
5.1382,2.9393
8.3855,1.7262
5.7381,1.2359
7.4518,-2.2132
2.0906,-0.3569
6.5035,-2.0292
2.6038,-2.3240
0.4647,2.1663
1.9372,0.4260
4.5873,2.5625
6.2155,-1.1028
0.4455,1.8953
2.4906,-1.8298
3.1407,-2.8053
6.0775,-0.3186
7.6690,-1.4178
7.6429,-1.5856
7.2032,-2.7973
3.6728,-1.3081
8.4655,2.1944
4.7051,2.7665
6.2407,-1.0584
6.3906,-1.7892
4.5302,2.1512
3.7272,-1.3034
1.7771,1.0977
5.8376,0.7708
7.4860,-2.1088
1.6646,1.3574
4.5119,2.0696
6.1718,-0.8152
0.6187,2.6503
8.1748,0.7599
2.5279,-2.2916
3.5721,-1.8594
1.7269,1.3742
9.5924,1.6038
6.0026,-0.0469
1.5510,1.7852
5.6091,1.7593
5.2358,2.6911
4.8111,2.7342
0.9658,3.2702
9.9004,0.7113
5.0907,3.0571
9.6971,1.3608
3.3710,-2.4385
5.7046,1.2815
3.3766,-2.4981
2.0559,-0.1216
8.4851,2.0873
9.2617,2.7305
3.8471,-0.5370
2.5765,-2.3028
7.1414,-3.0187
3.8032,-0.8439
2.5490,-2.1331
0.8032,2.8811
2.9925,-3.0559
0.1143,0.3581
2.3611,-1.5332
8.9053,3.0604
2.1978,-0.9145
3.1658,-2.8724
6.4283,-1.7222
8.3562,1.6051
0.7551,2.7275
0.9327,3.1845
8.6969,2.5433
3.6196,-1.7861
0.9606,2.8151
4.7657,2.9627
0.7437,2.8122
2.7998,-2.7779
7.5862,-1.8234
5.2701,2.7625
1.3210,2.6497
7.7297,-1.1064
0.9774,3.0823
1.5105,2.0993
7.8660,-0.5909
3.7103,-1.2692
8.4542,2.1163
3.8429,-0.8509
3.9607,-0.1416
